順位,キーワード,検索ボリューム(人),重複ボリューム(人),特徴度,検索時間差(日),男性割合(%),女性割合(%),10代（13歳〜）割合(%),20代割合(%),30代割合(%),40代割合(%),50代割合(%),60代割合(%),70代以上割合(%)
363,平均血圧の求め方,5800,90,1.922,-3.991,48,52,4,35,17,16,11,7,10
364,現病歴とは,5500,90,1.916,-5.998,33,67,5,35,15,20,16,6,3
365,ネフロンとは,5900,90,1.913,-9.077,31,69,20,32,7,12,13,8,8
366,僧帽弁狭窄症,5400,90,1.912,-3.74,31,69,4,28,12,16,17,11,12
367,腹部膨満感 解消法,6300,90,1.856,-13.939,25,75,2,11,13,21,20,17,16
368,しょくどうガン 症状,6300,90,1.805,-6.107,40,60,0,1,1,5,19,28,46
369,低リン血症,5900,90,1.796,-1.036,46,54,1,20,20,24,17,10,8
370,アスピリン 副作用,6200,90,1.794,-1.061,31,69,2,18,12,14,16,16,22
371,お腹グルグル鳴る 原因,6100,90,1.781,-5.328,20,80,6,18,23,25,15,8,5
372,hb 基準値,6900,90,1.78,-7.298,20,80,3,44,19,13,8,4,9
373,尿量が少ない,6200,90,1.778,-2.535,21,79,1,9,9,17,24,19,21
374,vds 医療用語,5900,90,1.772,-11.863,24,76,0,19,21,24,21,11,4
375,血液検査 貧血 項目,6200,90,1.753,-1.006,19,81,1,7,16,29,26,12,9
376,左下腹部の痛み 男性,6300,90,1.708,-2.231,75,25,2,7,15,25,27,15,9
377,弛張熱,7000,90,1.701,-1.993,33,67,4,20,21,24,16,9,6
378,かさぶた 医療語,6400,90,1.695,-6.806,20,80,1,21,16,25,22,9,6
379,健忘,6500,90,1.694,-11.416,44,56,8,22,20,20,17,7,6
380,イトプリド,6800,90,1.685,-16.22,35,65,1,10,14,18,22,18,17
381,脇腹が痛い 右,7400,90,1.684,-2.4,36,64,5,9,11,18,20,18,19
382,グルテン不耐性,6800,90,1.684,-1.973,28,72,3,9,13,20,25,18,12
383,整腸剤 ミヤbm,6900,90,1.677,-2.297,23,77,1,10,20,21,20,16,12
384,内頸動脈,7400,90,1.666,-6.452,38,62,4,27,16,19,16,11,7
385,息を吸うと肋骨の痛み,6900,90,1.665,-10.92,22,78,5,16,18,27,19,10,5
386,dibキャップ,7100,90,1.652,-3.349,28,72,0,18,20,23,18,12,9
387,痩せていく病気,7500,90,1.647,-12.837,23,77,1,3,8,19,28,21,20
388,うんちの色,7200,90,1.627,-4.386,25,75,3,13,21,24,19,11,9
389,ロキソニン 胃痛,7400,90,1.605,-3.231,26,74,1,15,26,26,19,8,5
390,tibc 血液検査,7800,90,1.604,-4.384,26,74,1,9,12,26,25,14,13
391,下腹部の痛み 女性 真ん中,7600,90,1.6,-1.76,5,95,2,6,11,27,29,16,9
392,acth,7900,90,1.594,-2.513,33,67,3,29,14,18,16,11,9
393,肝硬変 症状 初期 臭い,7600,90,1.576,-1.17,38,62,0,3,9,24,30,20,14
394,肩甲骨の下が痛い 左側,7900,90,1.563,-3.75,26,74,2,6,11,19,29,22,11
395,右の腰が痛い 女性,7400,90,1.553,-4.911,4,96,2,8,16,28,30,10,6
396,慢性疼痛,7900,90,1.547,-6.161,38,62,2,9,12,20,24,19,14
397,スパイロメーター,7700,90,1.533,-7.093,37,63,5,20,12,19,22,14,8
398,背中 痛み,8000,90,1.529,-2.301,40,60,1,6,24,32,23,9,5
399,目をつぶるとめまい,8100,90,1.525,-14.167,20,80,3,14,21,27,20,10,5
400,ckd ステージ,8700,90,1.502,-6.529,45,55,0,14,15,20,19,16,16
401,抗がん剤 白血球減少,8400,90,1.5,-11.343,25,75,1,4,8,23,28,19,17
402,癌になりやすい人,8300,90,1.498,-4.749,30,70,4,9,16,24,25,14,8
403,脈圧とは,9000,90,1.495,-10.436,33,67,2,17,9,15,19,14,24
404,肝機能 γ-gtp,8300,90,1.49,-14.545,34,66,1,7,14,24,27,16,11
405,中野胃腸病院,8400,90,1.486,-1.529,43,57,1,4,10,22,30,21,12
406,ウルソデオキシコール酸,8600,90,1.482,-14.772,40,60,0,13,12,19,24,17,15
407,胸骨 痛い 真ん中,8800,90,1.479,-10.889,35,65,4,15,18,22,21,11,9
408,プレタール,8500,90,1.474,-3.991,35,65,0,13,15,21,21,16,14
409,食後に胃が痛い,3400,80,2.322,-3.952,25,75,2,5,10,21,29,21,12
410,縫合不全,3800,80,2.224,-1.217,24,76,2,32,14,18,17,10,7
411,等尺性運動,4100,80,2.171,-2.145,32,68,3,42,12,17,12,6,8
412,erbd 医療,4000,80,2.154,-8.119,28,72,1,30,20,22,16,8,3
413,体重減少,3800,80,2.122,-3.655,32,68,4,17,18,19,18,12,12
414,低張性脱水,3900,80,2.114,-14.101,30,70,3,43,15,18,12,5,4
415,パラソルモン,4100,80,2.07,-1.926,27,73,10,51,10,12,11,4,2
416,両脇腹が痛い 原因,4300,80,2.062,-4.029,35,65,2,5,15,25,27,15,11
417,ゲップとおならがよく出る,4200,80,2.053,-2.446,26,74,3,10,12,18,24,23,10
418,ミラクリッド,4300,80,2.026,-10.918,30,70,0,37,23,20,12,5,3
419,逆流性食道炎 飲み物,4100,80,2.014,-4.105,37,63,1,10,26,29,20,9,5
420,蠕動痛,4600,80,1.996,-5.057,17,83,4,16,24,26,15,9,6
421,fdp 血液検査,4300,80,1.991,-5.817,33,67,1,27,16,18,17,11,10
422,糖尿病 三大合併症,4600,80,1.984,-7.246,33,67,5,43,15,15,13,5,4
423,看護計画 op tp ep,5000,80,1.978,-7.883,12,88,6,40,12,18,15,7,2
424,血便 粘液混じり,4600,80,1.971,-1.171,20,80,1,6,12,28,30,13,10
425,胆嚢壁肥厚とは,4400,80,1.958,-1.487,35,65,0,4,9,23,32,21,11
426,慢性炎症とは,4800,80,1.944,-13.403,32,68,2,9,10,19,23,19,18
427,アミラーゼ 高い 食事療法,5000,80,1.938,-5.623,28,72,1,1,4,12,24,24,34
428,胃に良い食べ物,4800,80,1.938,-1.589,38,62,1,5,10,23,27,20,14
429,アザチオプリン,5100,80,1.884,-6.91,45,55,1,26,18,20,18,10,7
430,重炭酸イオン,5400,80,1.879,-8.923,36,64,5,37,16,16,12,7,7
431,ループ利尿薬,5200,80,1.873,-8.968,30,70,2,38,15,16,15,8,6
432,炎症性サイトカイン,5100,80,1.841,-16.395,37,63,2,36,10,13,16,12,11
433,更年期 胃痛,5200,80,1.838,-1.335,9,91,1,1,1,44,50,2,1
434,アルコール性肝障害 症状,5300,80,1.821,-18.904,38,62,0,15,15,23,23,15,9
435,閉鎖孔ヘルニア,5700,80,1.81,-3.499,46,54,1,16,18,21,19,16,9
436,食欲不振 吐き気,5200,80,1.799,-2.051,25,75,3,18,21,21,19,9,9
437,ビリルビン値が高い,5300,80,1.794,-5.948,34,66,1,3,9,17,26,23,21
438,ジギタリス中毒,5700,80,1.786,-10.024,29,71,1,28,14,16,14,11,16
439,可溶性il2レセプター,5500,80,1.78,-4.231,36,64,0,9,13,20,22,18,18
440,dl 医療,6100,80,1.776,-2.903,29,71,0,37,23,19,13,5,3
441,t-bil,6100,80,1.765,-13.473,39,61,1,13,10,16,21,18,21
442,お腹 押すと痛い,5600,80,1.758,-1.026,25,75,3,16,32,31,13,3,2
443,af 医療,6100,80,1.75,-6.822,23,77,0,32,23,23,15,5,2
444,心臓病 症状,5900,80,1.748,-3.802,34,66,12,12,10,15,17,13,21
445,肛門ポリープ,6100,80,1.737,-7.425,31,69,3,12,20,23,21,12,9
446,うんこの色,5500,80,1.724,-1.427,47,53,5,12,15,24,24,11,9
447,デュシェンヌ型筋ジストロフィー,5900,80,1.722,-1.583,37,63,4,42,14,16,12,7,5
448,卵円孔,6400,80,1.72,-1.622,30,70,7,37,17,17,11,7,4
449,sbp 医療,5800,80,1.718,-12.204,34,66,1,35,23,19,14,5,3
450,肝がん,6300,80,1.714,-1.38,40,60,4,8,11,21,22,18,16
451,お腹がギュルギュル鳴る,6000,80,1.711,-2.321,22,78,10,20,20,22,16,9,3
452,下痢になる原因,6100,80,1.71,-6.114,33,67,7,23,19,23,18,5,5
453,結晶性知能,6200,80,1.708,-7.016,27,73,10,24,12,20,18,10,6
454,食べてるのに体重が減る,5800,80,1.7,-5.399,20,80,8,21,19,19,19,9,5
455,胃腸薬 市販,6300,80,1.694,-4.886,33,67,1,16,15,20,20,13,15
456,胸と背中の痛み,6400,80,1.69,-5.626,33,67,2,8,12,22,30,17,9
457,憩室炎 自然治癒,5900,80,1.687,-6.513,32,68,0,3,8,20,27,22,20
458,熱傷 重症度,6200,80,1.686,-6.696,42,58,1,21,21,26,19,8,4
459,エンタイビオ,5800,80,1.678,-9.459,43,57,1,11,19,27,22,12,8
460,バックバルブマスク,6200,80,1.677,-1.83,27,73,2,34,20,21,16,5,2
461,pcaポンプ,6000,80,1.677,-8.465,25,75,1,25,20,26,18,7,3
462,食べ物が飲み込みにくい,6500,80,1.673,-4.402,31,69,3,4,6,14,23,25,25
463,三尖弁,6800,80,1.664,-17.973,36,64,9,29,14,14,16,9,9
464,プログラフ,6200,80,1.657,-2.69,39,61,1,20,19,21,16,13,10
465,運動性失語症とは,6400,80,1.646,-6.105,28,72,4,29,17,21,17,8,4
466,cavi検査,6900,80,1.642,-6.883,35,65,0,7,6,14,22,25,26
467,おしりから粘液,6200,80,1.639,-6.791,26,74,6,10,15,21,23,16,9
468,ツムラ100,7100,80,1.622,-10.781,25,75,1,4,6,14,24,22,29
469,生検,6400,80,1.62,-2.851,44,56,2,9,16,23,20,14,16
470,psp 医療,6700,80,1.617,-4.095,30,70,1,16,14,21,21,15,12
471,胸膜播種,6400,80,1.614,-2.856,31,69,1,5,8,17,23,25,21
472,背中の左側が痛い,6800,80,1.611,-3.643,37,63,4,10,14,20,23,16,13
473,結腸とは,6900,80,1.61,-5.167,40,60,9,10,6,11,19,22,23
474,ヌック管水腫,6900,80,1.607,-10.442,24,76,1,12,20,26,21,12,8
475,肺炎症状,6400,80,1.605,-10.354,37,63,9,17,14,19,20,11,10
476,脳脊髄液,6600,80,1.596,-9.201,36,64,6,20,15,18,18,12,11
477,アニソコとは 看護,6700,80,1.584,-16.656,22,78,0,33,23,22,15,5,2
478,肺雑音の種類,6800,80,1.583,-5.811,18,82,0,20,20,28,20,9,3
479,タバコ辞めたら 効果,6300,80,1.571,-3.012,62,38,2,10,24,32,24,6,2
480,顔が痺れる感じ,6700,80,1.567,-2.454,35,65,2,7,9,21,28,22,11
481,心臓超音波検査,7000,80,1.566,-11.54,34,66,1,8,7,15,23,21,25
482,右肩から右腕の痛み,7000,80,1.564,-10.078,30,70,0,2,5,18,34,24,17
483,肝臓 場所,7100,80,1.556,-7.341,42,58,1,11,25,34,20,6,3
484,c型肝炎 感染経路,7100,80,1.554,-3.362,28,72,2,21,17,21,18,11,10
485,食後 お腹が張る,6500,80,1.554,-2.509,18,82,3,14,23,29,21,7,3
486,バクトラミン配合錠,7600,80,1.552,-11.678,32,68,0,7,7,18,25,21,22
487,筋膜性腰痛,7000,80,1.552,-6.547,40,60,5,10,14,23,20,14,14
488,骨腫瘍,7000,80,1.545,-12.005,34,66,2,8,13,26,25,15,11
489,e型肝炎,7200,80,1.542,-2.776,46,54,2,16,18,22,21,13,8
490,左胸下が痛い,7000,80,1.54,-3.437,16,84,5,14,20,24,23,9,5
491,肝臓癌 末期 最後,7400,80,1.531,-13.992,24,76,1,3,6,17,30,23,20
492,胆嚢とは,6700,80,1.531,-16.075,42,58,6,13,18,21,22,12,8
493,道尿カテーテル,7700,80,1.529,-4.136,35,65,1,7,9,18,25,19,21
494,stemi 医療用語,7500,80,1.529,-3.721,36,64,0,26,20,24,20,7,3
495,アーガメイトゼリー,7300,80,1.524,-8.733,31,69,0,15,20,25,22,13,5
496,腸腰筋 痛み,7300,80,1.52,-8.145,34,66,4,7,12,26,27,14,10
497,烏口突起,7000,80,1.518,-4.423,48,52,7,23,17,21,17,8,7
498,失神 原因,7600,80,1.517,-10.498,37,63,4,11,11,19,23,16,16
499,原発性とは,7900,80,1.5,-12.54,34,66,2,8,6,12,21,23,28
500,異型リンパ球,7100,80,1.5,-12.238,35,65,2,13,18,22,24,13,8
501,ジーラスタ皮下注射,7200,80,1.498,-3.587,22,78,0,8,10,19,26,21,16
502,糖尿病 体重減少,7200,80,1.496,-6.604,41,59,3,14,18,24,22,12,7
503,aml 医療略語,7500,80,1.494,-13.981,25,75,1,21,20,23,20,10,5
504,卵胞刺激ホルモン,7100,80,1.483,-9.55,17,83,5,17,12,27,31,5,3
505,evl 内視鏡,3600,70,2.097,-5.917,28,72,0,30,22,23,16,7,2
506,大腸がん 進行速度,3600,70,2.096,-2.113,43,57,2,11,22,27,20,11,7
507,胃痛に効く薬,3600,70,2.087,-1.331,27,73,2,6,12,21,25,19,15
508,右肋骨 痛み,3400,70,2.074,-1.64,28,72,6,11,15,24,26,12,6
509,間接ビリルビン,3900,70,2.047,-6.024,36,64,4,28,14,16,17,10,11
510,間脳,3900,70,2.037,-12.052,38,62,16,30,11,15,13,8,7
511,直腸性便秘,4100,70,2.004,-7.988,23,77,6,18,15,19,18,10,14
512,へその横が痛い 左,3800,70,1.987,-5.858,23,77,4,13,26,26,20,7,4
513,膵臓 何科に受診,4000,70,1.986,-1.865,25,75,0,5,14,30,30,14,7
514,対麻痺 とは,4000,70,1.964,-9.088,38,62,2,25,19,22,19,10,3
515,化学療法 副作用,4200,70,1.954,-12.386,18,82,2,33,10,16,17,12,10
516,食道癌 手術方法,4100,70,1.934,-2.916,37,63,1,5,8,16,23,24,23
517,徐脈性不整脈,4200,70,1.923,-2.066,38,62,4,20,13,17,18,13,15
518,s状結腸癌 ステージ,4600,70,1.894,-10.657,35,65,0,4,7,17,26,24,22
519,血液凝固因子,4300,70,1.878,-5.828,33,67,12,38,11,13,13,7,6
520,人間の体の部位,4600,70,1.874,-2.319,33,67,2,4,4,13,22,24,31
521,経鼻胃管,4500,70,1.868,-8.793,27,73,3,33,16,17,16,10,5
522,腎臓位置,4200,70,1.867,-9.131,44,56,3,8,9,21,29,19,11
523,刺激伝導系,4500,70,1.864,-10.454,33,67,11,46,14,13,9,4,3
524,牛乳飲むと下痢になる,4500,70,1.859,-2.923,29,71,4,14,17,21,22,12,10
525,大腸がん 腰痛,4600,70,1.857,-1.808,33,67,1,5,16,30,30,12,6
526,食べた後 吐き気,4500,70,1.851,-3.791,16,84,11,21,18,19,14,10,7
527,胃が痛い ストレス,4800,70,1.846,-3.042,25,75,9,29,25,21,11,3,2
528,腎結石 痛み,4200,70,1.846,-4.873,45,55,1,4,13,26,30,16,10
529,急性腎障害,4400,70,1.838,-2.745,39,61,1,17,15,21,21,14,11
530,コーヒー 胃痛,4300,70,1.813,-1.992,28,72,2,10,25,32,19,8,4
531,肺サーファクタント,4600,70,1.806,-1.959,24,76,4,48,14,13,10,6,5
532,右背中の痛み 肩甲骨下,4900,70,1.803,-10.233,26,74,1,3,9,22,30,19,16
533,急性胆管炎,4700,70,1.798,-1.603,34,66,1,14,12,19,23,17,14
534,ctrx 抗生剤,4800,70,1.797,-4.524,31,69,1,27,15,21,19,11,6
535,逆流性食道炎 枕,4800,70,1.788,-1.809,29,71,0,4,10,22,31,18,15
536,自律神経失調症 症状 治す,4900,70,1.786,-14.676,31,69,4,11,10,16,22,15,22
537,糸球体,5400,70,1.779,-2.974,37,63,22,20,10,14,14,9,11
538,パロノセトロン,5200,70,1.778,-13.554,35,65,0,29,16,18,16,11,10
539,胃が弱っている 食事,4600,70,1.774,-1.707,24,76,2,11,21,26,21,12,7
540,上大静脈症候群,4600,70,1.771,-2.874,35,65,1,22,20,22,18,12,5
541,肝硬変とは,5300,70,1.756,-9.985,38,62,7,25,20,19,16,6,7
542,お腹キリキリ痛い 原因,5100,70,1.752,-5.165,18,82,7,25,19,24,17,5,3
543,siadh 診断基準,4800,70,1.727,-4.071,61,39,0,16,27,23,15,12,7
544,べんの種類,5400,70,1.725,-15.434,26,74,2,4,9,15,22,18,30
545,胃がムカムカ,5100,70,1.717,-1.989,25,75,6,18,21,23,19,8,5
546,新生児メレナ,5000,70,1.709,-7.269,19,81,3,36,18,17,14,9,3
547,レニンアンジオテンシン系,5700,70,1.703,-7.312,36,64,4,39,15,15,13,7,7
548,左背中の痛み 膵臓,5200,70,1.694,-5.681,33,67,1,3,9,21,31,21,14
549,卵巣嚢腫 痛み,5000,70,1.694,-3.164,8,92,1,8,18,32,24,10,7
550,血圧が急に下がる原因,5800,70,1.681,-4.766,29,71,1,3,5,13,28,26,24
551,左胸の痛み 背中の痛み,5100,70,1.68,-4.202,27,73,1,4,8,21,31,21,14
552,ウェルニッケ失語,5500,70,1.677,-2.573,28,72,6,35,16,18,15,7,3
553,nihss 評価方法,5300,70,1.674,-11.785,43,57,1,42,21,18,11,5,2
554,エアウェイ,5600,70,1.672,-6.981,23,77,2,27,20,23,17,7,4
555,バイタルサイン 基準値,5900,70,1.671,-8.197,17,83,9,54,9,11,7,4,6
556,逆流性,5400,70,1.666,-10.129,42,58,1,6,16,24,23,13,17
557,背中右側の痛み,5000,70,1.659,-4.421,66,34,2,5,12,22,30,19,10
558,膀胱ろうとは?,5400,70,1.655,-4.499,22,78,1,10,12,23,24,16,14
559,副腎クリーゼ,5200,70,1.651,-7.79,35,65,1,24,19,21,18,11,6
560,すい臓,5500,70,1.639,-7.493,42,58,5,5,10,20,23,17,20
561,姿勢が悪いと起こる症状,5500,70,1.636,-6.887,29,71,5,8,13,25,23,14,12
562,モサプリドクエン酸,6100,70,1.619,-3.236,28,72,0,8,10,16,23,22,21
563,hfpef,5900,70,1.615,-4.734,46,54,1,24,22,22,16,10,5
564,体温低い 原因,5400,70,1.603,-1.696,24,76,6,14,18,24,22,9,7
565,上咽頭がん,6000,70,1.591,-11.179,35,65,4,11,16,23,23,14,9
566,心臓 弁,6500,70,1.583,-1.725,31,69,9,29,15,17,15,9,6
567,ドパストン,5800,70,1.578,-2.322,28,72,0,28,19,24,18,8,3
568,背中の張り 原因,6000,70,1.572,-7.062,44,56,1,6,15,27,27,15,9
569,お腹の張り ガス,6100,70,1.569,-2.896,15,85,2,8,17,26,25,14,8
570,不顕性誤嚥,6300,70,1.565,-13.906,25,75,2,25,17,21,19,11,5
571,左骨盤付近の痛み女性,5700,70,1.565,-4.253,7,93,2,7,16,30,28,12,5
572,胃腸科,6200,70,1.561,-2.093,34,66,3,7,12,24,26,14,14
573,甲状腺機能低下症 検査,5900,70,1.551,-5.062,25,75,1,10,15,22,19,14,19
574,ビリルビン 基準値,5900,70,1.549,-7.105,27,73,2,26,13,16,17,13,13
575,パントシン錠200,6100,70,1.547,-9.913,26,74,1,5,8,21,26,21,18
576,胸痛症候群,6000,70,1.542,-8.004,27,73,11,18,14,20,20,11,6
577,クラリスロマイシン錠200mg 副鼻腔炎,6100,70,1.537,-3.76,26,74,0,5,14,31,24,15,11
578,息を吸うと背中が痛い,5900,70,1.537,-6.811,24,76,5,16,20,24,20,10,5
579,cs 医療,6300,70,1.533,-3.98,25,75,1,45,21,16,11,3,3
580,脾臓 腫瘍,6200,70,1.532,-7.495,31,69,1,3,7,19,29,23,18
581,2型呼吸不全,6100,70,1.53,-11.074,39,61,1,28,21,21,15,9,5
582,下痢の時 ヨーグルト,6200,70,1.517,-13.149,21,79,2,10,20,18,19,19,12
583,コレバイン,6600,70,1.505,-2.055,33,67,1,8,15,25,25,15,11
584,シロスタゾール錠100mg,7200,70,1.503,-9.554,36,64,0,6,7,14,22,23,28
585,頭が締め付けられる感じ,6900,70,1.503,-8.072,26,74,5,13,14,21,21,14,12
586,リンパ郭清,7000,70,1.499,-10.283,16,84,1,12,10,21,30,18,8
587,介護職員 一時金,6000,70,1.497,-9.525,30,70,1,2,12,30,33,16,6
588,おくびとは,7200,70,1.488,-13.024,43,57,3,6,7,14,21,24,25
589,ウブレチド錠5mg,6400,70,1.486,-7.298,41,59,1,7,8,13,19,23,29
590,菌状息肉症,6700,70,1.476,-9.532,33,67,1,10,15,21,24,17,12
591,肩の痛み がん,6900,70,1.473,-14.252,29,71,2,3,10,24,29,20,12
592,瘢痕組織,6700,70,1.473,-3.298,33,67,4,15,13,19,21,18,10
593,朝起きたら胃が痛い,3400,60,1.995,-4.529,18,82,5,15,18,26,20,10,6
594,転倒転落 看護計画,3700,60,1.978,-18.764,8,92,3,57,9,15,11,3,2
595,便秘 背中の痛み,3600,60,1.953,-2.922,23,77,2,13,24,30,21,7,3
596,ストレス 背中の痛み,3300,60,1.946,-7.436,30,70,2,11,26,33,20,6,2
597,アネメトロ,3600,60,1.926,-1.674,33,67,0,33,25,20,12,7,3
598,胃カメラと大腸カメラ同時に,3500,60,1.911,-3.271,25,75,1,3,6,22,34,22,12
599,右下腹部 つっぱり感,3700,60,1.906,-3.483,27,73,3,13,20,27,22,9,6
600,トーマステスト,4000,60,1.905,-5.01,55,45,2,54,19,13,8,3,1
601,心電図でわかること,4100,60,1.876,-4.252,26,74,2,8,10,18,27,20,15
602,脳室,4300,60,1.854,-7.956,37,63,3,23,15,18,19,12,10
603,黄体形成ホルモン,4100,60,1.854,-2.484,20,80,8,35,18,19,14,4,2
604,ptinr 基準値,4000,60,1.847,-1.239,30,70,1,24,15,21,17,12,10
605,イレオストミーとは,3800,60,1.847,-1.163,20,80,1,22,18,21,19,11,8
606,ソルコーテフ100mg,3700,60,1.839,-10.552,30,70,0,15,17,23,22,14,9
607,頻脈発作,3700,60,1.838,-9.957,26,74,1,5,10,21,22,23,18
608,逆流性食道炎 痰が絡む,4100,60,1.837,-2.519,31,69,1,8,20,27,24,14,6
609,plt 基準値,4100,60,1.837,-3.568,13,87,5,46,11,11,9,8,10
610,イソニアジド,3900,60,1.834,-14.662,38,62,2,43,13,15,12,9,6
611,細胞性免疫,4300,60,1.829,-10.118,33,67,28,31,8,12,12,5,4
612,食べると吐き気,4300,60,1.824,-2.943,20,80,8,21,20,26,15,6,4
613,tcs 医療,4000,60,1.819,-8.177,29,71,1,27,21,21,16,9,5
614,自律神経失調症 症状 何科,4300,60,1.811,-2.209,23,77,2,8,12,20,27,16,15
615,お腹の痛み 場所,4000,60,1.809,-1.239,23,77,2,8,17,25,28,12,8
616,便秘 腹痛 激痛,3900,60,1.805,-4.651,18,82,5,17,28,25,16,5,4
617,プンク 医療用語,4300,60,1.801,-13.735,18,82,1,22,22,27,18,7,3
618,肩甲骨の下が痛い,4400,60,1.8,-5.921,27,73,3,15,21,22,21,10,8
619,ダイビタミックス注射,3800,60,1.792,-11.951,26,74,0,11,15,23,25,17,9
620,両肩が痛い病気,3900,60,1.783,-8.066,44,56,1,3,5,17,28,23,23
621,メタボリックシンドローム 基準,4000,60,1.78,-4.408,35,65,9,43,12,14,11,7,4
622,大腸ポリープ 種類,4500,60,1.774,-2.47,38,62,0,2,5,18,29,27,19
623,胆石手術,4200,60,1.772,-1.96,33,67,0,3,5,15,26,29,22
624,アプガースコアとは,4300,60,1.769,-7.925,15,85,3,30,23,16,17,8,3
625,階段登ると息切れ,3900,60,1.766,-8.541,28,72,5,8,10,21,24,20,12
626,術後 発熱,4300,60,1.761,-8.995,20,80,2,22,19,23,19,6,9
627,血液検査 ceaとは,4300,60,1.756,-5.396,33,67,0,1,3,13,28,28,27
628,左下腹部痛,4500,60,1.753,-2.292,22,78,1,16,25,27,18,8,5
629,右鎖骨付近の痛み,3900,60,1.753,-10.054,25,75,2,6,13,26,31,15,7
630,ptgbdチューブ,4200,60,1.751,-17.459,18,82,0,31,21,23,17,6,2
631,クレアチニンキナーゼ,4700,60,1.743,-6.38,34,66,1,31,11,14,15,12,16
632,サイラムザ,4000,60,1.741,-3.207,45,55,1,13,15,22,20,17,12
633,過換気症候群 対処法,4100,60,1.738,-4.64,32,68,6,14,14,24,22,11,9
634,皮下血腫,4500,60,1.736,-18.126,33,67,2,22,22,22,18,9,5
635,トロンビン,4400,60,1.735,-11.531,34,66,9,27,14,16,16,10,8
636,cv 医療,4400,60,1.734,-7.79,30,70,1,34,20,21,15,7,2
637,sbar 看護,4400,60,1.727,-5.263,22,78,1,32,19,23,17,7,1
638,急性腎不全 症状,4800,60,1.725,-10.121,30,70,1,11,11,17,24,21,15
639,下痢止まらない,4500,60,1.725,-9.458,34,66,11,32,25,16,10,3,3
640,整理中 胃が痛い,4100,60,1.715,-10.725,2,98,5,20,32,35,6,1,1
641,迷走神経反射 何科,4300,60,1.711,-1.634,17,83,5,20,17,23,21,9,5
642,ビリルビンとは,4700,60,1.71,-2.992,30,70,11,30,11,11,11,12,14
643,間欠熱,4600,60,1.71,-13.433,30,70,4,19,22,22,15,10,8
644,うがい 医療用語,4100,60,1.71,-9.785,13,87,3,29,18,22,16,6,6
645,消化に悪い食べ物 一覧,4400,60,1.705,-1.103,34,66,4,12,19,25,20,12,8
646,プレドニン 離脱症状,4200,60,1.704,-3.672,22,78,1,7,12,22,26,17,15
647,腎細胞癌,4500,60,1.702,-2.902,38,62,1,10,10,19,23,20,17
648,ビオフェルミン 副作用,4900,60,1.701,-13.187,32,68,4,13,16,20,20,14,13
649,アネキセート,4700,60,1.701,-7.788,32,68,0,19,23,27,18,8,5
650,ナファモスタット,4900,60,1.685,-4.695,37,63,0,33,22,19,16,7,3
651,ブスコパン10mg,4900,60,1.68,-3.084,31,69,2,5,8,17,26,20,22
652,ずっと気持ち悪さが続く,4300,60,1.676,-2.033,16,84,9,30,28,20,9,3,1
653,転移性脳腫瘍,4400,60,1.671,-5.976,34,66,2,16,10,20,23,16,13
654,卵巣がんブログ,4900,60,1.667,-6.536,11,89,0,1,3,19,37,25,15
655,鉄欠乏性貧血 原因,4800,60,1.664,-3.865,21,79,3,16,14,31,19,10,7
656,スピロノラクトン錠25mg,4700,60,1.651,-7.559,28,72,0,6,5,11,25,25,28
657,目のガン 初期症状,5000,60,1.648,-8.942,27,73,1,6,11,20,26,19,17
658,lap 血液検査,5000,60,1.642,-5.939,30,70,0,11,12,17,25,20,15
659,ソリューゲンf 点滴 目的,4600,60,1.642,-1.843,31,69,1,16,13,19,24,17,10
660,尿に白い浮遊物,5400,60,1.636,-13.022,24,76,2,8,8,17,24,19,22
661,排便ショックとは,4800,60,1.633,-1.511,19,81,1,6,15,23,27,19,9
662,鑑別とは,4600,60,1.629,-2.775,35,65,14,17,10,17,20,14,8
663,腰椎椎間板ヘルニア 症状,4700,60,1.627,-9.309,34,66,5,17,12,15,21,16,14
664,高カルシウム血症 治療,5200,60,1.625,-16.511,47,53,0,9,15,23,23,19,11
665,意識障害とは,5000,60,1.622,-4.555,24,76,4,17,10,16,24,15,14
666,お腹ガスがたまる原因,4700,60,1.621,-9.5,27,73,3,8,10,21,28,18,12
667,圧痛とは,4700,60,1.612,-1.209,29,71,3,21,16,23,19,10,8
668,入院食事代,5000,60,1.606,-7.282,26,74,0,3,5,16,34,26,16
669,下痢 血液混じる,4700,60,1.605,-12.251,21,79,2,12,21,30,23,10,2
670,造影剤 熱くなる理由,5200,60,1.602,-6.272,32,68,1,6,10,25,30,18,10
671,急にお腹が出てきた,5200,60,1.602,-1.21,25,75,4,8,16,27,27,11,7
672,喉に何か張り付いた感じ,5300,60,1.601,-4.057,17,83,9,23,18,19,17,9,5
673,排便コントロール,5100,60,1.596,-8.82,24,76,2,14,8,20,26,14,16
